Unnamed: 0	text	task1
5677	Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving  	1
5678	  Woman you husband was right to love his country more then you and died for it  What a low life disrespectful cunt I think you are 	1
5679	Id punch that cunt in the fuckin mouth Idgaf if shes a woman 	1
5680	      You misspelled cunt Ugly word for an ugly woman that turns on her fellow woma  	1
5683	    This woman has moved right past the cunt stage straight in to twatdom	1
5684	Fox News host Lock Clinton up  Get this CUNT Pirro off the air She is a woman hating woman	1
5686	you re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of  minutes	1
5687	  you need pound your wet cunt untill the slut in the mirror cums  Post a vid  so you can watch it later 	1
5688	  what a fucking cunt this slut is also I don t want this to endddd pleaseeeee when is Tuesday gonnaaaaa  	1
5689	  DUMB CUNT STEALS FROM MY CAR GO TO HELL SLUT	1
5690	LOLshut the fuck up ms NEVERWONAFIGHT u a hoe skank slut cunt hypocritical BITCCH 	1
5691	my  friend  who s a bitch slut shamed one of the girls i work with today because she has a child	1
5692	I make in a day what u make a month n roll yo pros in a Haitian blunt Take the bitch call wifey n make her slut   	1
5693	Dream Molly is her own person and is ALWAYS a bitch  a slut  	1
5695	U sluts get them  likes on instagram and think y all the coldest bitch in Detroit 	1
5696	Dont compare your self to me  Cause im a bitch and your a slut  	1
5697	U call Im ma bitch such a funny R u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme	1
5698	So many sluts texted Stephen when we got Lionel our cats look the same Bitch  of house cats in the US are domestics stay in your lane	1
5699	So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy	1
5700	The fag stays away and so does that SLUT bitch he proffered as baitthey are both fakes	1
5701	    This bitch is a slut	1
5702	Says the bitch wit a HAT WEAVE  a FULL FACE in her ICON lol fucc outta here you SEWER RAT GUTTER SLUT TRO  	1
5703	dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT	1
5704	I dont take bitch or slut as an insult	1
5705	  Laugh you bitch when a family member dies we on tweeter get the last laugh you slut	1
5706	Being rude to you Call u slut or bitch or everything related U rasa putus tunang is the best way ke	1
5707	  post telling how you love hooking up with a filthy slut so you and that whore joke about her manI  	1
5708	  Be my whore my slut my bitchy 	1
5709	  To the whore who runs your shitshow Go educate yourself as to why acting like a fucking political slut doesn  	1
5710	  Cobra didn t do anything Insecure drunken whore ass Lily basically lied  manipulated out of anger bc Jr didn t want a slut	1
5711	I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK	1
5712	slut  derogatory term for a female who will fuck anyone for free  whore  derogatory term for someone who fucks for money just sayin	1
5713	  almost everyone i ve met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate	1
5714	Coming onto a status about women  sexual assaultharassment to mansplain it and say that not all men are abusive is probs the worst thing	1
5715	    Well thats a personal problem and obv not all men do it Women abuse power as well Not a defense just a fact	1
5716	Glad not all men are like that and sad some women are like this 	1
5717	now what i can say not all men are trash maybe the woman who said it itself is trash	1
5719	The Im such a feminist niggas will Not all men you to death LMAO	1
5720	not all men are trash but if you always pick the ones who are trash or treat you like trash then ya you ll learn to hate them for sure	1
5721	    Not all men need female warden to rule his life and make him miserable I get you th  	1
5722	 the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid and being in on fucking up lawsuit	1
5723	LMFAO  you trying hard hun  You  your skank friend can t reach to me  my girls level bitch bye	1
5724	Still waiting on a favorite for me to inbox you about blablah from some bitch i dont know You got my favorite dumb skank wheres my DM	1
5725	This bitch   has been with  guys since Phil s death but a skank	1
5726	Disgusting  and bitch you are NO ROCK STAR  YOU are a no class skank 	1
5728	If I aint meet her I ont like her shut the fuck up bitch no one fucking like you skank ass as it is hoe	1
5729	MONIKA WAS RIGHT RIGHT ABOUT WHAT WHAT DID THAT FUCKING BITCH ASS THOT MOTHERFUCKING HO ASS SKANK SAY TO YOU	1
5730	  ive seen this skank thot basic bitch IG trash before Her videos are the worst Such a prostitute	1
5731	Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY	1
5732	 One minute you re a spooky little witch bitch and then the next you re an angelic skank singing Oh Holy Night  HAHA	1
5733	What s up bitch ass bitches and skank ass skanks	1
5734	This bitch needs to get a life already jobless skank go do something productive	1
5735	    i don t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be  	1
5736	keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla  	1
5737	I will quit a job in a heart beat that has a problem with me calling off due to an emergency  Fuck you and your bitch ass momma Skank	1
5738	you low life scum pathetic deprave pile of shit maggots like i said that brainless skank bitch shouldve died  	1
5739	Everyone hates chelsea  whore skank 	1
5741	  What a skank whore she is I see shes wearing Al Sharptons pimp hat she must be one of his Hos	1
5742	MegynKelly is skank Whore paid  for what Only thing left to watch on   anymore is SNL More truth to them t  	1
5743	  I get suspended at least every other day But you still see that skank whore Chelsea Handler still tweeting away	1
5744	I FUCKING TOLD YOU SKANK WHORE SLUTS LISTEN TO MS SERIOUSLY 	1
5745	I could say so much more so keep your skank of a mouth closed you little whore or things will only get worse for you 	1
5746	she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey 	1
5749	  Would you want to be labeled a woman beater for the rest of your life by some crazy skank who s pissed  	1
5750	    Why any DECENT woman would think this skank should be st female potus is beyond m  	1
5751	If u walk away from a down ass woman for a skank then u deserve what u get U can t turn a how into a house wife so  	1
5752	In class today Girl next to me I hate how every girl dressed like a skank for Halloween Guy in front of me turns IT WAS AMAZING	1
5753	Some absolute skank of a girl out there trying to cause trouble Not happening love I show my girl every message a girl sends me	1
5754	    The girl is late on her house payment Quick buck for the skank	1
5756	  Musika you are a awful person You or Skank want to be ugly ho I dont know what the fuck youre wearing  	1
5757	You are a LIAR and a FLOP you skank hoe Even Netflix doesnt want you LMAO 	1
5758	first words i hear from another human today shut up you skank ass whore world  mik 	1
5759	WHACKS AGAIN Bitch no the fuck you dont you damn skank	1
5760	    Why would you call a  feminist  who does lesbian vampire porn a  skank    	1
5761	        Skank you are already in the streets Make my money whore	1
5762	  Youre a skank You are more skilled at shoplifting than trying to be witty	1
5763	Fuck you you fuckin skank WHAT DID YOU SAY I said I can t wait to own a fishing tank	1
5764	    So you just want money skank	1
5765	      Hey American skank are you illiterate	1
5766	        But you probably mind the white guys you racist anti white skank	1
5767	    Omg Megyn is a skank You have that right	1
5768	      Hey skank you wanna take a huge step back before we have to get everyone on your  	1
5769	Laying in my bed telling me not to suck your cock cause it smelled we know why it was up some skanks arse before you came to mine	1
5771	      Slut Whore Floozy Harlot Skank Pick whatever word you want and keep the sa  	1
5772	ATTN JOY REID YOU AWFUL WOMAN ARE A COMPLETE SKANK YOU DISGUST EVERYONE YOU ARE MARKED YOU FILTHY IDIOT	1
5774	  Maybe this is what you wanted  What a gross skank Ever hear of a pocket  Better 	1
5776	    Give it a rest you fugly skank	1
5777	  Why don t you crawl back in your hole skank	1
5778	WHO ARE YOOUU This is not mario kart You are no princess peach Get your skank ass up out my lane or I take you off the goddamn road	1
5779	  STFU YOU SKANK U want this to happen	1
5781	Geez should have expect the unexpected I just happen to forget to foresee what a mouth of skank you have	1
5784	  It kinda sounds like you run a house of skank over there Mags stinks  and dogs getting into the Halloween candy	1
5785	Darla you trifling skank  	1
5787	  Die in a fire you fucking skank	1
5788	  Did you finally dump that annoying skank You should give Erin another go	1
5789	    Oh wow what a ugly skank you are	1
5790	      Youre a liar let the vibe catch anyone of you and youre bussin a skank you lot  	1
5791	  Stupid Skank 	1
5792	  He s gonna win in  too you stupid nasty skank 	1
5793	    You are a stupid idiot F U NASTY TRASY SKANK	1
5794	    She a nasty skank Hoe who would Fuck her wolf pussy anyway 	1
5795	It s too much loose pussy in the world to be raping bitches Literally some of these skanks goin on sight 	1
5796	Find it hysterical that a bitch cant talk shit on me until she moves awayscared	1
5797	But last nightttttttttttttttttthat bitch was confusing the hell out of mewhen I had a fucking hysterical caller	1
5798	It s hysterical how much you bitch and complain over something so stupid Don t have to catch an attitude every  fuckin seconds	1
5799	that bitch wanna act funny bitch ima act hysterical	1
5800	    always trying to wear the pants in the family  	1
5801	  Correction  HUGH if true  	1
5802	Sometimes all you have to do is just let out the rope   	1
5803	Hollywood glorifying being a slut mom You never have to grow up     	1
5804	            If you really believe that   maybe  	1
5805	  could you try this on for me   	1
5806	Before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape  	1
5807	Perhaps its true that   are sexual predators but all women are potential prey 	1
5808	  ok if   is bad Next time I hear that a girl cheated Ill assume that women are systemically pr  	1
5809	  is legitimatly telling you men dont rape because of some urge You need to watch zootopia and pay at  	1
5810	fuckin butch ass cunt motherfucker bitch lick my foot 	1
5811	Dear Akkorou Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love Dj Rits	1
5812	  fuck you thats my fucking boy bitch ass cunt ready to fight	1
5813	i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road	1
5814	      RIDICULOUS CUNT  WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES WHAT DO U C  	1
5815	If only I could get out and beat the cunt that just hit my car with  fucking kids in itcops are fucking looking for you bitch TVB	1
5816	Fucking dropped my phone and cracked the screen fucking shit cunt bitch	0
5817	 Bitch fuck shit cunt who  Okayyy	1
5818	fat cunt ass bitch burn in hell 	1
5820	Fuck you ugly cunt bitch dont get smacked 	1
5821	LEMINIS STOP TRAINING ITS TIME TO GET RIPPED hashtag THIS CUNT BITCH literally fuck that	1
5822	I need someone to watch the tv show atypical on Netflix and talk to me about how much of a dummy cunt bitch the mom is in it please	1
5823	  Fucking cunt bitch has learned nothing from the election	1
5824	also keep my name out of ur hoe ass mouth I literally refer to u only as cunt and bitch	1
5825	I Want Some Cunt Ass Bitches To Be Spice Girls W Me This Year	1
5826	Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch	1
5828	This ignorant cunt bitch   bout people hate her cus she s lightskinno We hate you cus you are a man	1
5829	  hey bitch stop selling yourself to   run cunt run 	1
5830	  come tell this bitch to get in the fucking sea Please Before I cunt punch her 	1
5831	U fucking cunt bitch 	1
5832	FUCKING FUCK SHIT PISS MOTHERFUCKING BITCH TIT CUNT FUCKING SLUT	1
5833	Bitches better stop wearing bonnets in public Put a fucking hat on if you re a lazy cunt like me That s what I do	1
5834	god fucking shit cunt dammit bitch pretentious cock sucker I dropped my ice cream	1
5835	This town is going to change all right those old cunt bitches are right about that but theyre not going to see the benefit of it	1
5836	  you dumb cunt you trick  and  year old virgins into giving you money you fucking bitch kys honest  	1
5837	FUUUCCKK ASS BITCH CUNT FART I CANT BELIEVE IT	1
5838	  Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder	1
5839	Unprecedented Right up that bitches alley Not like the cunt hasnt gone behind her leader before  	1
5840	  Just look at her facesorry women but look up CUNT and you will see this bitch face If ever a woman to get punched JS	1
5841	  Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i  	1
5842	if them bitches take a pic with Bey which i highly doubt i will forever shut my whore mouth	1
5843	Bitches love arguing with me on Instagram K Michelle is a whore so let s stop	1
5844	 yall aint shit  first of all  Idk why u think u some new bitch lmao u still that same old whore no one likes	1
5845	Nextworking from whore houses coding with bitches for future augmented reality sex apps 	1
5846	 I love you  First of all bitch we all know that s a lie with your whore mouth and your floppy wiener	1
5847	  sup bitch yo be fuxking care ful i find out ur touching my man ima find you be scared whore be fuxking scared	1
5848	  bitch ass whore ass motherfucker	1
5849	Ahh That s What I Get For Being A Whore  Now All These Bitches Wanna Talk 	1
5850	Bitch people in petsmart are looking at me like I m a crack whore 	1
5851	  YOU WHORE  STANKING ASS WHORE  Dick SUCKING ASS WHORE   WIT   BITCH 	1
5852	I want a bitch or whore or pig come to me now kik mishalcoors                	1
5853	    shut the fuck up bitch don t talk to greek like that you whore go on chaturbate you dickhead	1
5854	Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch	1
5856	dont fucking facetune me you fat bitch whore phone	1
5857	fuckin not even a cup like fuckin negative d cup whore flat chested bitch	1
5858	You a Bitch an a whore you make us look stupid bitc   well u look stupid rn lmaodjdh 	1
5859	Bitches are annoying you still letting him fuck u whore and he don t fw you quit flexin on here	1
5860	Ugh I love Briana even thou that bitch can drive me crazy I ll always love that whore 	1
5861	fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi	1
5862	When people hear your name its all some crazy thot nasty bitch Whore shit	1
5863	Sorry bitch I ll be a WHORE any damn day over that shit gtfoh 	1
5864	      erasing  prominent women and MILLIONS of female supporters to bitch about ONE man 	1
5865	Maybe most women generally get along with each other really well because we dont have to deal with weird ass bitch  	1
5866	Some women will goto war for their nigga  I will leave your ass dead ass hanging I ll never go towar with another bitch	1
5867	Men say women are crazy but then message them  times  call them a bitch  cry about being friend zoned	1
5868	That reign bitch is hot as fuck why am I being attacked by beautiful women 	1
5869	  Don t trust this lying bitch let s see if any of the other nude women in the lineup come forward she ll do  	1
5870	I need to detach  destress from work right now because the way these privileged white women are on full bitch mode  	1
5871	PREYING ON WOMEN IS A BITCH TENDENCY 	1
5872	Darlington Rape Verdict Attacker with hatred of women who described England as a bitch country 	1
5873	if ur ugly   women who interacted with kriss before this u deserve to have ur GI tract rammed through with a hot iron stake u smug bitch	1
5875	Y all expect women to settle for trash treatment and then call them riders when they do so the bitch is lonely and insecure not a rider	1
5876	 Why don t you want kids Every women should want kids  First of all bitch not w this president and our economy	1
5877	i ve seen so many people on facebook get mad at men for posting   because it s for women only BITCH anyone can be sexually assaulted	1
5878	   down bitch That s what women do Provide for her man and put his head towards God when he have doubts I love you 	1
5880	  no its for women who are being a fucking bitch	1
5883	  i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard	1
5884	I miss u bUT ALSO FUCK U CUNT WHORE BITCH	1
5885	ALSO PRETTY SURE YOU DONT HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOURE THE TRIFLING ASS WHORE WHO CHEATED IN THE ST PLACE	1
5886	NOTHING BUT A MONEY GRUBBING RUSSIAN CUNT WHORE	1
5887	  this doesn t apply to you but I hate you and your leo cunt twat whore kin 	1
5888	  you stupid cunt bitch All women aren t stupid but all women who think like you are Whore	1
5889	All the men who catcall on the street I wish I could personally shove back up their moms whore cunt 	1
5890	 shypakiwife brutal whore degrader Use that fucking cunt What she s good for I always do  	1
5891	You are very whore and your cunt enjoys it 	1
5892	    They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the  	1
5893	Youre deffo gone You called someone a dumb whore cunt the other day 	1
5894	God is dead Jesus is a cunt and the Virgin Mary was a whore	1
5895	  What a dumb cunt of daughter Social Media addicted whore	1
5896	  bitch text me and why tf you ain t text me back yesterday  WHORE	1
5897	Ewk man this bitch be with mad whores	1
5898	I dont have time for you whores bitch cant you tell I only spend time with money  thats because she pays me well	1
5899	  Yeah bitch thats where you deserve my CUM	1
5900	She s not only a bitch but she s also a whore She s always touching her friends boobs too which is gross	1
5901	I luv a classy bitch but still might fuck a bad whore	1
5902	biiiitch lil biddy whores doofus bitch im eat my ass	1
5903	  WELP Bitch IM JUST NOW FUCKING SEEING DUMB WHORE	1
5904	In my lifetime Ive called some women whores a bitch a dirty boy a hoe open up the pussy store Pimp C	1
5905	This kid too much of a bitch even do shit on his own Hes gotta get some stupid ass whores to do his shit for him	1
5906	  ctfu tell that bitch dont be snitching she got caught whore	1
5907	The bitch done had a baby shower in McDonalds  loud forgive the lil whores u made 	1
5908	LMAO BITCH I DID DROP YOU And Im texting  other niggas too  youre not special whore 	1
5909	    keep calling her a bitch and a whore dude real grown up	1
5910	Heard thats ur bitch but that lil whore a bopper 	1
5911	sometimes i wish we werent cousins cs ur a bitch butttt i love u whore youre only young once but immature for a  	1
5912	  fuck you u a fucking whore Lil bitch I dont even like u tbh	1
5913	These whores woke me up out of my sleep  Ima be mad as a bitch in the morning waking up for work	1
5914	  Since u r a pathetic self claimed pseudo analyst don t bark before you r a bit clear on the subject Bitch cum whore	1
5915	Anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done	1
5916	And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for  reasons 	1
5917	From why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores	1
5918	    Stop embarrass Media Women u r media WHORE          	1
5919	   women admit to moral sex Whore 	1
5920	  Your a crack whore look in the mirror complete trash you are you make women yourself and the great s  	1
5921	  women always blame men for everything  How about not dressing like a whore	1
5922	  Some women are aggressive promiscuous whores but all women must try harder not to make men feel uncomf  	1
5923	Putting women on pedestals Gen Kelly is why women are abused We dont fall neatly into the madonnawhore categories Were people FFS	1
5924	    This is the reason women in Hollywood are treated like whores If it looks like a whore and  	1
5925	  this your whore you going to marry and lie to me about will never marry women who show body to public 	1
5926	  These women just whore themselves out	1
5927	It s amazing how women with whore tendencies think they can solve a  God s  cypher You wish bitch I bet those feet are like homeless toes	1
5928	      Many women aren t innocent Megyn is an attention whore who lies to keep herself relevant	1
5929	  His mama is a whore Smh the BLATANT DISRESPECT for women of color who hold political seats is appalling	1
5934	  You believe in God lolheaven help u if I ever get a passport kunt	1
5935	    You lieing kunt	1
5936	  Worse i have proof A picture i took of you and one you took of me on the same night Useless ungreatful kunt	1
5937	    Tina you willfully ignorant somnabulist kunt have a beer	1
5938	Fuck the bitch that works at BK She wouldn t take my order stupid CUNT	1
5939	In my culture thats a way of saying Suck a dick you bitch punk cunt	1
5940	  CNN U SHOULD B ASHAMED U ROTTEN DIRTY BITCH  MAKE FUN OF SOMEONES DISABILITY U UGLY CUNTI hope someone breaks ur legs	1
5941	  NAMES BITCH AND ILL END THAT CUNT	1
5942	  Ugh fucking bitch ass cunt Cheeto ass looking bitch 	1
5943	the next song tried to play but bitch I aint over fire away yet give me a minute to recover cunt	1
5944	Only do much a man can take Fuckin bitch cunts	1
5945	  Fucking bitch sarah fucking lying cunt	1
5946	to all those cunts who see my tweets and don t like or comment can suck my ass exept those couple peeps but bitch you know who you are	1
5947	Some cunt at Walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt	1
5948	Bitch had the NERVE to leave the fucking box in the mail room you fucking cunt bitch fuck	1
5949	    THAT SHIT ENDED A LONG TIME AGO BITCH ASS CUNT 	1
5950	 oomf SGUT THE FUCK UP NO ONE FUCKIN CARES ABOUT WHAT YOU HAVE TO FUCKING SAY STUPID BITCH ASS CUNT GO SUCK YOUR UGLYASS BOYF DICK	1
5951	LAUREL A CUNT AS BITCH FOR ABORTING  IDFK IF SHE REALLY DID BUT SHE TOLD HER DAD SO IM FUCKIN LIVIDDDDD	1
5953	  bonnie is a sneaky cunt bitch and she probably has something to do with whatever happened to laurels baby	1
5954	  And calling someone a stupid lying cunt or a hatful bitch isnt bullying Hun Im real ya see thats t  	1
5955	      Bitch please I bet the cunts wont even bother	1
5956	      She is a filthy whore cunt Didnt change her own name when she got married but  	1
5957	Why is thos racisthomophobic whore   getting so much success all of the sudden  Like go away ugly cunt	1
5958	  YOU MEXI SHITMOUTH UGLY A BIH GO FUCK A DEAD DOG YOU TRANNY WHORE CUNT REDSKIN PEICE OF SHIT LEAVE AMER TO AMER WHORE	1
5959	Ive never been more ashamed to be a former democrat than I am now Fuck u Hillary you stupid ass bitch whore cunt bitch	1
5960	fuck shit cunt bastard whore wanker	1
5961	Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT	1
5962	  fucking whore bag cunt face mamona puta toda ugly ily	1
5963	 pineapplecity dogwhoreowner Stupid cunt that s what the filthy whore deserves That s how all Men 	1
5964	      Women are all harassed And its also all men unless we prove other wise Youre a clueless cunt	1
5965	To the women who s just sold the house she d agreed to sell to me you re a cunt You can go to hell	1
5966	  Meanwhile the same women need only to be  Not fat  Not a cunt And cant even pull that off	1
5967	  Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women   	1
5968	Why do women use them being on their period as a excuse to be a cunt You had it since you were  you can t control yourself	1
5969	  All women deserve an opinion and have the right to you on the other hand my dear are a cunt who d  	1
5970	  You sound hysterical and in need of some psychotropic medication Calm down its not that serious	1
5971	        You see a lot of hysterical feminists on social media but this one takes the cake	1
5972	    You seem hysterical	1
5973	       You stupid dumbass You are a hysterical little girl	1
5975	  Im sick of this bullshit Fucking hysterical media hysterical feminists pussy fake conservatives Come asteroids come	1
5976	Says man who suggested an actress reported an historic rape to gain more work  youre a fully paid up cunt  	1
5977	  God I hate that dumb cunt with her shitty music and feminism  meanwhile her country is the rape capital of Europe	1
5978	Lifers wouldnt rape this sour faced cunt 	1
5979	  Did that cunt bag just blame   victims for the way they dress andor act 	1
5980	I m pretty sure rape is  overly sexual  why don t you shut the fuck up and stop being such an ignorant little cunt 	1
5981	    Good English you dumb cunt slober on my nob u Jew if you were playing I would fucking rape you cunt	1
5982	Fake rape bitch is still crying LOL so upset he didn t get the attention he wanted Got your address btw little ra  	1
5983	My kids   ugly  Bitch you look like the rape sloth  	1
5984	    So triggered its ok snowflake you are the only bitch here typical redneck inbred rape sup  	1
5985	  You are the dumbest bitch Ive seen Ill rape you and Ill Tell you to man up afterwords how would u feel after that	1
5986	  Hillary Harvey Weinstein Clinton One was raping vulnerable woman and the old bitch was planning to rape America	1
5987	how u gonna talk about how men r trash and rape culture but u out here laughing abt a girl u hated in high school getting raped bitch fuck u	1
5988	  Bitch on the left won t be smiling Let them in Hawaii It will be rape Island	1
5989	I never understood why anybody waits to say they got raped smh rape me bitch I m snitching soon as you leave fuck boy	1
5990	    Idc if I m the last or first I m tired of seeing you complain and bitch and that whole rape  	1
5991	Nutting inside a bitch is rape 	1
5992	Only bitch ass fuckers rape women	1
5993	This bitch crazy he saying its cool to rape 	1
5994	  Its sad cause what if she was telling the truth about rape  it should still be investigated but the bitch is crazy lol	1
5995	  Rape a pregnant bitch call IT threesome	1
5996	I am displeased w what this bitch said about what rape is   	1
5997	No one fucking assumes rape is gonna happen you stupid lil bitch 	1
5999	 Rape a pregnant bitch and tell my friends I had a threesome  is the smartest lyric I ve heard in a while	1
6000	          bitch that was same rape case from last year try again	1
6001	yall females be complaining about rape and sexual harrassment bitch men get sexually harrassed too 	1
6002	  White Bitch it s you I wanna rape and fill with my cum and let you full of my load on the ground my b  	1
6003	they gave the name of the bitch that was your mother and told me to rape her to have you	1
6005	Double standards for females in this world is outta controlnext older bitch fuck me Im screaming out rape Idc 	1
6006	  Wanna pull up this bitch panties rape her ass while she s shouting trying to run away and finally I d  	1
6007	you seem like the type to have a rape kink   ummmm well ok bitch 	1
6008	I cant fucking believe yall call this rape bitch wtf	1
6009	I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der	1
6010	  I was going to like this comment then saw your profile pic of a bitch who attacked rape victims o  	1
6011	I want this stupid bitch out of my head Ive never even liked her lmao I just basically want to rape her	1
6012	  So this bitch blocked me but check her pinned tweet out she is accusing men of rape on tumblr with  	1
6013	Remember this the same bitch that was on FOX news saying rape culture was an attack on young men Its her pussy be  	1
6014	If Superman were real rn I would make his bitch ass spin around the earth or threaten to rape Lois Lane lol I would go that far for cod lol	1
6015	Tryin to send that bitch back to her maker and if you got a daughter older than  Ima rape her Take her right there in front of you DMX	1
6016	Rape charges isn t the way to get revenge you fuckin dumb bitch  You gonna get ya self locked up  Ya boy GOT THE PLUG	1
6017	This bitch dead flipped a tweet to about rape for attention I done really seen it all	1
6018	Naw depends if he rape fam thats a dub if its a random bitch he a whole dicchead but i stand by em right or wrong 	1
6019	lemme ride prison rape bitch im your moms a hoe	1
6020	  RIGHT then she goes oh i had sex with frank poor baby ahahah NO BITCH if that aint rape i dont know what is	1
6021	  Why tf is Wendy s rapping on twitter get yo ass back in the kitchen before I rape that lil bitch in your profile pic	1
6022	      Bitch shut cho emo ass up before I rape you	1
6023	  rin is a big abusive whore and a bitch but shinji is allowed to commit incestual rape for over a decade 	1
6024	So now because of this bitch girls are going to think they can bargain their way out of a rape instead of fighting  	1
6025	I want a bitch who gone rape me when she feening for the dick	1
6027	  This comes from a rape whore who forced sharia down the throats of her constituents	1
6028	    Jennifer Lawrence perfect example of fake ass whore calling rape	1
6029	      And if you think some whore blowing a guy to get a part in a movie is rape  	1
6030	  you mean she still has morals after what we put her through Lets rape her give her herpes and call her a fame whore to everyone	1
6031	Kys tryna step to Oculr Are you dumb blud I will rape your sister and analy Destroy your slutty whore mum	1
6033	  I dont think this fat whore could even get sex from rape	1
6034	  is acting like a whore who incites people to rape her in order to use it as a victim card and earn relevance  	1
6035	This isnt rape or anything like it This a crude pass This is not rape culture ITS WHORE CULTURE 	1
6036	 angry Democrat women swarm Hollywood to protest rampant rape misogyny and sexism Oh wait Ne  	1
6037	  Well when men get too distracted by women in sexy clothes they re forced to catcall grope and rape Maybe try that	1
6038	  I hate when other women drink the Kool Aid Sexual assault and rape is about power and control Tha  	1
6039	  beautiful women and handsome men are less likely to be admonished by women for their advances However by empowering anti rape 	1
6040	thatfatesbitch early  echoes sucks fates is better thatfatesbitch end   of women have a rape kink so you cant say its bad	1
6042	  Women lie all the time about rape It shocks me that when Hollywood women get old unwanted rape and  	1
6044	  Thank you for admitting there is only evidence of women falsely accusing rape	1
6046	 cents Yawl thinking this woman lied on Nelly is still apart of the problem Now yes sometimes people do lie about rape	1
6047	Fuck woman who make false accusations of rape You are a piece of poop 	1
6049	    Yeah like looking at a woman when she doesnt want you to thats rape right	1
6050	  Rape is an inhuman  offensive thing  but the woman should knows where and how to dress because not e  	1
6052	Ps on the flip side EVERY WOMAN WHO CRIES rape AS A WAY TO BE PETTY OR REVENGE YOURE THE PROBLEM	1
6054	      Her husband hardly raped a woman his affair was consensual not fucking rape you stupid stupid girl  	1
6055	  Going to be where no one will leave the house or even look at a woman because she will claim  rape  	1
6057	Fuck you Mrs may you cunt had enough of your weasel face just find a hole and die in it please	1
6058	What do you think they sprouted out of holes in the ground Quit being a disrespectful cunt towards your grandpa 	1
6059	isnt it just fkn dyno when one of ur  best pals  turns oot to b a wee snake like off u go slither back  ur hole ya sly cunt x	1
6060	 some cunt tagged my mom s house  reason   I m leaving this shit hole for good 	1
6062	And then some bent cunt turns up for a flyerlast time on this shit hole	1
6063	As long as I live I will be a Masculine Male with balls There wont make women or eunuchs out of us	1
6064	  SHUT THE FUCK UP YOU DUMB WHORE	1
6065	Here I share pic about Men over women dominant relationships 	1
6066	  If YOU fuck the rapist then its not rape	1
6068	  Are you actually advocating making up claims of rape for personal gain That s pretty vile  	1
6069	    reminds me of the annoying bitch cunt from school that first touches you and when you give it back accuses you of assault	1
6070	In each and EVERY  of these rape cases it was some woman trying to be more than she is and none of the women deserved awards Give them up	1
6071	Nelly should beware of other woman now trying to accuse him for rape  Ladies after this lady because if one does it others will try it too	1
6072	Women want u to automatically believe women who scream rape they dont understand our position	1
6073	  This has nothing to do with politics it goes with women who keep saying theres a rape culture when theres actually rape accusation culture	1
6074	Glad to see  still pushing the idea that the girl wasnt a rape victim Always encouraging t  	1
6075	  How many women sucked dick to further their career I bet there are plenty	1
6076	stop skin out your hole and then you will see a man treat you like a women u want to be treated 	1
6077	pepperspray or smth if you dont protect yourself dont be surprised if u get raped  like bitch maybe just teach men not to rape women	1
6078	  last time I checkedno one had rape charges filed with the policesoooothese whoresie women are lying	1
6079	You wore the yoga pants on purpose You know us guys are gonna stair so stop getting all pissy  	1
