id,language,text,Task1
5296,en,If your girlfriend doesnt like that bitch you dont talk to that bitch,sexist
5297,en,you stupid fucking whore mom,sexist
5298,en,why is this women walking outside yelling like bitch we in a white neighborhood chill out ,sexist
5299,en,  going to bring your Slut whore ass to the states,sexist
5300,en,  Do I have to fight another bitch ass looking cunt today,sexist
5301,en,A big sour whore bag should never play hard to get when all shes does is fling up da pussy in all kind of styles to all kinds of men  ,sexist
5302,en,  Girl the hoe is dumb,sexist
5303,en,Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi Pussy was tight and slippery,sexist
5304,en,  shut up bitch no one fucking likes you Suck start a shotgun worthless cunt,sexist
5305,en,  Hillary Clinton does give a shit about women thats why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,sexist
5306,en,sometimes your girlfriend gets kidnapped by a bird and her bitch,sexist
5307,en,  Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,sexist
5308,en,  True slow your role bitch n get your ass outta here xx,sexist
5309,en,Your girlfriend is a coke whore,sexist
5310,en,Also Some of you Latina women and your white people racism can also eat a giant dick Cuz they dont like your ass either ,sexist
5311,en,I dont want to be like the jealous girlfriend who wont let you have friends bitch you have to be my girlfriend first,sexist
5312,en,Tonight is the Victorias Secret fashion show Let the female tweets begin about how they wish their bodies were as good  ,sexist
5313,en,  why So you can look like a trashy mess  ,sexist
5314,en,I dont see why some people get so offended by what i say its not like im making this shit up women really do suck,sexist
5315,en,RT   Sometimes I want a girlfriend but then I quickly remember how i hate women,sexist
5316,en,What is the difference between a woman and a catfish One is a bottom feeding scum sucker and one is a fish,sexist
5317,en,What does a woman and a tampon have in common Theyre both stuck up bitches,sexist
5318,en,RT   Everyone needs to follow   because theyre hilarious and feminists are gross ,sexist
5319,en,  feminists are many more things than just gross,sexist
5320,en,Whats the difference between your wife and your job After  years your job still sucks,sexist
5321,en,Women who strive to be equal to men lack ambition  ,sexist
5322,en,Why do people make snowmen instead of snowwomen Its too hard to hollow out the head,sexist
5323,en,  how many Congressman dicks did women suck to finally gain voting rights,sexist
5324,en,  The lack of women in these pictures  just like it should be  ,sexist
5325,en,        All   with a degree in Womens Studies should go to prison ,sexist
5326,en,  are invited to join the    End   today ,sexist
5327,en,  are naturally lazy This is why   is popular as they want privilege without responsibility  laxy,sexist
5328,en,Theyve made it almost impossible for Men to be dominant in the matriarchal western society fuckfeminism,sexist
5329,en,Pro Tip Theres nothing but sad lonely bitches at the bar drinking away their Im a lonely loser feels today,sexist
5330,en,Pro Tip Always call skinny girls fat they live that shit ,sexist
5331,en,Come up here and say somethin now you broke beggin fingers in the booty ass bitch ,sexist
5332,en,When you decide to trade your testicles in for a psychotic bitch ,sexist
5333,en,How you bitches look with your snapchat filters ,sexist
5334,en,I have condoms everywhere so bitches think Im responsible Lol Im not Fuck condoms,non-sexist
5335,en,When youre sexting a bitch and you think you dropped the fire but she blocks you and you never hear from her again ,sexist
5336,en,Her I thought I told you Me yo you better chill on that attitude bitch ,sexist
5337,en,Im only fuckin doctors and lawyers from now on At least if they go nuts I know they have somethin to lose unlike these sluts workin retail,sexist
5338,en,I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms,sexist
5339,en,When you ride past that bitch that dont like you ,sexist
5340,en,When youre a childish bitch ,sexist
5341,en,Can you bitches stop pulling ya pants up above your belly button you look like my fuckin grandfather,sexist
5342,en,When you finally get the bitch to leave ,sexist
5343,en,If shes doin this shes about to suck the souls of  dead men out your dick ,sexist
5344,en,Dear Facebook Jus coz I have these whores numbers in my phone doesnt mean I want them seeing my personal life please stop suggesting them,sexist
5345,en,I wonder if she comes with fuckboy Ken that makes her squirt ,sexist
5346,en,How bitches gonna act at my funeral ,sexist
5347,en,Ok but   makes me add her to all DMs just FYI ,sexist
5348,en,When you eat the wrong bitches ass ,sexist
5349,en,Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat,sexist
5350,en,That one cock blockin ass bitch you can never get past ,sexist
5351,en,When your side bitch tells you shes pregnant and keeping it ,sexist
5352,en,I gotta stop opening DMs when Im drunk I wake up like who TF is this bitch and why did I send her a dick pic,sexist
5353,en,I get curved all the time IDGAF theres too much pussy out here to trip off any bitch,sexist
5354,en,If I ask you how many men you slept with and you actually know youre not the girl for me,sexist
5355,en,I might be old but at least I came up in a time when hip hop was in its prime and people didnt have bitch ass feelings,non-sexist
5357,en,When shes being a huge cunt ,sexist
5358,en,When youre breaking up with a bitch but youre a savage with a great sense of humor ,sexist
5359,en,When youre both a couple of filthy whores ,sexist
5360,en,Mom Katie why would you send this kind of picture to daddy Katie thats not dad mom Mom you dirty little whore ,sexist
5361,en,Bitches that wear chokers that arent complete whores is why I hate you bitches,sexist
5362,en,Pro Tip Fuck bitches in their s No one wants them so theyre easy and theyre also experienced,sexist
5363,en,  bitches love electric toothbrushes in their twats,sexist
5364,en,Yall say slut and whore like its a bad word I say that shit cause Im attracted to a bitch,sexist
5365,en,When you know youve found the perfect slut for you  ,sexist
5366,en,If shes over  and owns anything Hello Kitty Get that bitch in bed she knows things that you didnt even know existed,sexist
5367,en,  and were smarter than that bitch,sexist
5368,en,Shoutout to all the girls that cant go swimming this summer cause their body will wash off,sexist
5369,en,  I run from those bitches,sexist
5370,en,You mean before she sucked dick for fame ,sexist
5371,en,If I wear a condom with you just know thats me being blatantly disrespectful to you and your putrid vagina,sexist
5372,en,If you idiots would stop tryin to save these hoes youd probably get a lot more pussy,sexist
5373,en,You sick bitch ,sexist
5374,en,When you wait to have sex till youre married and you realize the pussy is garbage ,sexist
5375,en,I can always tell a bitches age by her tattoos Sleeve shes younger than me tramp stamp shes my age,sexist
5376,en,Too bad some of you bitches cant draw on a better personality the way you draw on your fuckin eyebrows,sexist
5377,en,I cant imagine growing up with one of these twentysomethin thot ass bitches as my mom  ,sexist
5378,en,I love it when married bitches start posting inspirational memes about having a strong relationship Single in ,sexist
5379,en,Bitches be like my man has never cheated on me lol nah bitch youre just too stupid to catch him,sexist
5380,en,Im picky AF when it comes to girls Until a girl wants to bring her not so cute friend over for a threesome,sexist
5381,en,When yall see that bitch thats been talkin shit but you refrain cause youve been tryin to grow as a person ,sexist
5382,en,Never trust a girl with makeup artist in her bio Theyre professional liars They can even make your own eyes lie to you,sexist
5383,en,All bitches do is lie talk shit and fuck up their eyebrows,sexist
5384,en,Bitches cant keep a man for shit but got a steady ass work husband at all times,sexist
5385,en,How basic bitches wash away their weekend sins and mistakes ,sexist
5386,en,Stop sayin you have resting bitch face Bitch you just ugly AF,sexist
5387,en,Women bleed so much because God realized he made a mistake and is trying to kill them Right,sexist
5388,en,  How many woman do you think willingly sucked the cock of a Hollywood producer to further their career,sexist
5389,en,boo you whore,sexist
5390,en,  To me Any girl messaging and calling  initially i was like chalo koi to bhaw de rahi then bitch was selling pyramid scheme ,sexist
5391,en,Lml no matter what color a girl is shes still a hoe Thats funny ,sexist
5392,en,No matter what color a girl is she still a ho  ,sexist
5393,en,Girls hear you say  fuckk  during sex and think her pussy bomb First of all hoe my Girlfriend on her way,sexist
5394,en,you a stupid hoe you a you a stupid hoe,sexist
5395,en,Fuck off you stupid cunt ,sexist
5396,en,What do you call a women that has a brain Pregnant with a baby boy,sexist
5397,en,When your girls actin a fool so you let your side bitch listen ,sexist
5398,en,If your girl keeps a toothbrush in her car shes a hoe,sexist
5399,en,If youre a man women cant be trusted Theyll turn against you its in their nature,sexist
5400,en,the ONLY good thing a woman ever did was my mom farting me out of her disgusting front butt,sexist
5401,en,after nearly  years this bitch came back to our home only to be hysterical when will this bitch get hit by a raging bus,sexist
5402,en,Hysterical over here bc every bitch with eye liner  an iPhone  is a model now ,sexist
5403,en,  Hahahahaha so hysterical she the real living proof cher cherry picker we have only bitch read da real KSU SB Hit I Alo,sexist
5404,en,seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical  lol bitch u thought,sexist
5405,en,I woke up to the most hysterical message  Wtf is   in jail   Nooo You dumb bitch she s in boot camp,sexist
5406,en,Ive even seen this in express itself in real life recently truly surreal Women are losing their minds which is hysterical,sexist
5407,en,Fox s  hysterical female  rears her head in this season s cautionary tale about what happens when men give women too much power  ,sexist
5408,en,    I myself have had quite enough of hysterical and damaged and fearful women claiming to speak for all womankind,sexist
5409,en,Wonder why some women get hysterical here Climacteric is understandable but social networking surely ain t a pageant to perform,sexist
5411,en,      So happy you hysterical women who believe in conspiracy theories lost ,sexist
5412,en,Doctors created vibrators after growing tired of masturbating hysterical women  ,sexist
5413,en,  Its the nature of women to want to be guided by a strong man Hysterical go girl feminist types are fi  ,sexist
5414,en,    Fuck all to do wae him itand I just cant be annoyed with hysterical mong women who talk sh  ,sexist
5415,en,  Knickers is a tangle aye Dont like women much do you Hysterical things arent they Only good a few things aye,sexist
5416,en,A woman reinforces the trope of women as hysterical while calling sexual assault allegations witch hunts wrong all  ,sexist
5417,en,    We needed a counter balance for the rape apologists now These hysterical women are  ,sexist
5418,en,  These people are hysterical Its like a commercial for why men should never marry These women are totally nuts,sexist
5419,en,  Pernicious insulting myths women as hysterical snowflakes who think everything is harassment men as un  ,sexist
5420,en,chuckwoolery Lipstick on a PIG The Democrat Women on out numbered If it werent so weaselly it would be hysterical Trying to defend DNC ,sexist
5421,en,Im sorry but cmon if women were as hysterical as men wed have them all in interment camps until we figured this shit out,sexist
5423,en,  This is a corollary of women being  hysterical   sensitive   bitches  when they disagree with men,sexist
5424,en,I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso,sexist
5426,en,  Everyone knows women are too dramatic and hysterical ,sexist
5427,en,cringemuch When women get panickedstart getting hysterical when having a standard delivery Everyone knows save energyfocuspush,sexist
5428,en,        Hysterical screaming is what woman should try not to do  cl  ,sexist
5429,en,      much confirms that she is a hysterical Liberal wacko Any woman who forces pothe  ,sexist
5430,en,   further away and didnt see what was wrapped in the bundle that the hysterical woman cradled But Im not going to ,sexist
5431,en,  Oh my god  a hysterical woman with a loaded gun   ,sexist
5432,en,  And some hysterical Dem woman actually tried to defend the ad on   Dem desperation Fac  ,sexist
5433,en,    Someone tell the hysterical woman that the last time Cam was without Benjamin he won league MVP,sexist
5434,en,To the woman in a car honking at me for two blocks on Bank you looked hysterical and idiotic and I was getting a nice workout So there,sexist
5435,en,  Just watched the video I thought Candace s behaviour was shocking The woman is hysterical you did well Blaire,sexist
5436,en,ok this is not for kids but OMG this woman is hysterical  I think these things sometimes  but she by god ,sexist
5437,en,Yes exactly Works both ways The amount of times I ve been groped by some hysterical straight girl on a night out  ,sexist
5440,en,        Three I think With that hysterical Girl aka Model I  ,sexist
5441,en,My grandpa once told me The only bitch that matters is my DOG and Ive stood by that my whole life      ,sexist
5442,en,Wow they tried to give me a FEMALE DOCTOR TODAY I didnt even know those EXISTEd,sexist
5443,en,Women are children They require men in their lives to set boundaries and teach them lessons,sexist
5444,en,Women want everything to be  but then they make  of the Ghostbusters FEMALE wtf,sexist
5445,en,Maybe if women want to stop being seen as inferior to men they should stop acting inferior to us,sexist
5447,en,Today we found out my wife was pregnant with a girl Like a normal bitch she cant do anything right,sexist
5448,en,IF WOMEN BLEED SO MUCH ONCE A MONTH HOW DO THEY STAY ALIVE BECAUSE THEYRE      ,sexist
5449,en,Feminists become radicalized when they refuse to submit to their urges to be subservient to men Its science,sexist
5450,en,Last I checked men HAVE THE PENIS and women DONT I Wont say it again but THE DICK IS ALL THAT MATTERS  ,sexist
5451,en,Yeah here I am again Anyone else see at least  women today Cant believe they were ALLOWED outside Who do I complain to,sexist
5452,en,If rape is real why arent more people reporting it Just another feminist lie,sexist
5453,en,Ever try to make a girl play video games they are terrible these are the skills they will need for the future were fucked,sexist
5454,en,Anhyone else hate the way women smell I think its because theyre BITCHES Fuck you bitch,sexist
5455,en,Cant believe they hired a WOMAN and NOT ME I guess McDOnalds      ,sexist
5456,en,Rape Culture is just another millenial myth made by bloggers and Instagram sluts,sexist
5457,en,Im so glad I make more money because Im an a man Cant wait for more women to get LESS and do MORE  ,sexist
5458,en,The only woman I respect is MY MOM and thats why we still live together No one does laundry like her      ,sexist
5459,en,This bitch out here settin up dick appointments and your lame ass cant even get a text back ,sexist
5460,en,The LAST thing I want to do is support WOMENS RIGHTS its EXCLUDING ALL THE MEN WHAT HAPPENED TO MENS RIGHTS,sexist
5461,en,I swear to god if one more bitch tells me not to call her bitch Im going to slap the shit out of that bitch    ,sexist
5462,en,If you havent hired a man over a woman in the workplace due to SMARTNESS I dont want to even KNOW you Men are SMARTER its a FACT  ,sexist
5464,en,  FRIEND ZONED  ,sexist
5465,en,  youve turned into such trash  ,sexist
5466,en,  mermaids are women Therefore they suck and have to be sacrificed  ,sexist
5467,en,  dont waist your time Girls are all selfish bitches  ,sexist
5468,en,   come on woman do your job right  ,sexist
5469,en,    thiers none because not all men rape,sexist
5470,en,  girls are attention whores  ,sexist
5471,en,  Learning Yes like how much they nag and how hysterical they get over the most minuscule of things Females  unbalanced  crazy  ,sexist
5472,en,  shes a woman She cant help the fact that she sucks,sexist
5473,en,  you shouldnt be leaving your kitchen unattended  ,sexist
5474,en,  I know It must be so hard waiving pom poms around at this hour  ,sexist
5475,en,  no I said hope I hope you women learn your place  ,sexist
5476,en,  Taylor Swift is an untalented skank who cant sing knows  guitar chords and has an Adams apple  ,sexist
5477,en,  maybe if you werent such a tease your mom wouldnt tease you  ,sexist
5478,en,  things wouldnt need fixing if girls didnt fuck them up  ,sexist
5479,en,  Anita is equating gamergate to cosby and weinstein so she can equate herself to actual rape victims so she can keep playing the card,sexist
5480,en,  But how can they be raped if no men are there to rape them,sexist
5481,en,  Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker,sexist
5482,en,  Yknow youd probably get a job at Subway because all a cunt like you is good for is making sandwiches,sexist
5483,en,  no no not people WOMEN Theyre not people,sexist
5484,en,  why do women have holes To fill duhh,sexist
5485,en,  dont even get me started on spandex  ,sexist
5486,en,  cuz girls are stupid and pick assholes Meanwhile they friend zone the good ones,sexist
5487,en,  sack up and talk to her pussy  ,sexist
5488,en,      The main reason that   doesn t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig,sexist
5489,en,      What about the women who rape men and boys Oh wait that doesnt exist because rape laws are gynocentric ,sexist
5490,en,      Think all the rape put a bit of a dampener of liberation tbf,sexist
5491,en,  dont worry about it and go make me a sandwich woman  ,sexist
5492,en,    This is not rape culture for fucks sake It s literally just a scumbag taking advantage of their position Nothing new under the sun,sexist
5493,en,  A bit of consistency from the left regarding rape would be helpful You lot only care when it s white middle class types vs the patriarchy,sexist
5494,en,  And enough women make false rape accusations against men for us not to trust you,sexist
5495,en,  lets get weird Summertime baby  ,sexist
5496,en,  you probably ruined all yours Considering youre a woman,sexist
5497,en,      Yeah but who was the bitch that wouldnt let her answer,sexist
5498,en,  Im  Had plenty of women They all suck b,sexist
5499,en,  stupid women fuck up my life  ,sexist
5500,en,  weird as fuck cuz women suck  ,sexist
5501,en,      hey C Milton sloot from the evidence I see ur a trashy bitch Congrats on being a fuck up  ,sexist
5502,en,  I would give you some lovin back but Im just here to point out where women fuck up But thanks   ,sexist
5503,en,  maybe if you women werent so fucking indecisive youd understand,sexist
5504,en,  treating girls correctly would involve fire and gasoline,sexist
5505,en,    Just bitch bitch bitch because you don t get the attention you want or the singular selfimportance,sexist
5506,en, of women in the olympics look like beefy dikes,sexist
5507,en,Alcohol doesnt give you an excuse to be a whore  ,sexist
5508,en,Another new day for women to fuck up  ,sexist
5509,en,Anything that bleeds for a week and doesnt die is a monster  ,sexist
5510,en,Asian girls have sideways vaginas  ,sexist
5511,en,break up with your girlfriends before you leave for college Theyre just gonna tie you down and we all know theyre gonna cheat  ,sexist
5512,en,Calling guys immature doesnt make you any more mature Ladies you need to find some other BS excuse for ditching us  ,sexist
5513,en,Cheerleaders make me fucking sick Its not a sport you dumb skanks so go back to caking on your makeup  ,sexist
5514,en,Cmon everyone ReTweet this to spread the word  ,sexist
5515,en,Come on everyone spread the word Lets get WomenSuckk big  ,sexist
5516,en,Cook clean and deliver our awesome fucking offspring,sexist
5517,en,Dick em Dick em DOWNDOWNDOWN Ill dick a bitch DOWNDOWNDOWN,sexist
5519,en,Domestic abuse is never okay Unless your wife is a bitch  ,sexist
5520,en,Dont fucking toy with me  ,sexist
5521,en,Dont get all excited She may be talking to you but shes probably talking to  other dudes as well  ,sexist
5522,en,Dont get offended ladies men are always right,sexist
5523,en,Dont let chicks who smoke a lot suck your wiener Youll get dick cancer  ,sexist
5524,en,Dont tug on my dick unless you plan on sucking it In other words flirting is not acceptable,sexist
5525,en,Everyone makes mistakes But only women dont admit theirs  ,sexist
5526,en,Fake hair fake nails fake personality and pounds of makeup And you expect a REAL guy Gotcha bitch  ,sexist
5527,en,For international womens day Id like to offer up my penis to any of you bitches in need of some dick,sexist
5528,en,Gels getting overly emotional about things that dont matter Color me shocked  ,sexist
5529,en,Get over yourselves ladies Youre wrong all the time,sexist
5530,en,Girls are not human beings theyre objects,sexist
5531,en,Girls Dont Poop They just cry,sexist
5532,en,Guys only have one heart so dont play with it But they have two balls so play with those  ,sexist
5533,en,Guys relax Leave the twitter fights to the professionals I mean vaginals I mean women  ,sexist
5534,en,Happy th of July everyone Ladies dont fuck it up      vaginas,sexist
5535,en,Hey guys thanks for following Spread the word and make sure everyone knows  ,sexist
5536,en,How many guys have you given your number so they would call you maybe    ,sexist
5537,en,I cannot stand girls that ALWAYS have to have a boyfriend    ,sexist
5538,en,I dont know why women wear watches theres a perfectly good clock on the stove  ,sexist
5539,en,I dont take you places because I wanna be friends My car doesnt run on friendship bitch it runs on ethanol  ,sexist
5540,en,I hate girls that thing they are super hot when theyre ugly as fuck  ,sexist
5541,en,I hate when girls bitch about not having a date to a dance when theyve turned down every guy that asked them  ,sexist
5542,en,I hate When girls dont wanna start anything cuz they dont wanna ruin your friendship I DIDNT WANNA BE FRIENDS FROM THE START  ,sexist
5543,en,I hate when girls use guys Were not toys damn it  ,sexist
5544,en,I have no desire to even communicate with chicks that have bfs You might as well be a rock cuz theres no point talking to you  ,sexist
5545,en,I kinda want to see you again just so I can punch you in the kidney  ,sexist
5546,en,I like boobs as much as the next guy but usually what they are attached to are nagging menstruating fucks  ,sexist
5547,en,I wonder why girls even follow me All I do is call you out on the sick shut you do to us guys  ,sexist
5548,en,I would pay anything to know what goes on in girls minds  ,sexist
5549,en,I wouldnt be talking to you if I just wanted to be friends  ,sexist
5550,en,If you have to ask why   youre obviously a woman And you suck  ,sexist
5551,en,If you slow the video down you can see the problem Yep shes a woman  ,sexist
5552,en,If your girl ends it with you dont be upset Its not your fault Shes just a dumb sloot  ,sexist
5553,en,If youre a whore when youre drunk youre always a whore    ,sexist
5554,en,Im a human being not a toy so stop fucking playing with me  ,sexist
5555,en,Im just as bitter as the day it happened FUCK YOU    ,sexist
5556,en,Im not gonna text you  I have a life If you liked me that much you would be with me and not texting me  ,sexist
5557,en,Im surprised my exgirlfriend isnt on Shark Week She was a vicious bitch  ,sexist
5558,en,It figures the hurricane is named after a woman They always fuck everything up      ,sexist
5559,en,It snowing You ladies better start shoveling    ,sexist
5560,en,Its a shame we dont talk anymore But thats your fault  ,sexist
5561,en,Ive reached a point in my life where Ive realized theres no such thing as a girl that wont hurt you Eventually they all will  ,sexist
5562,en,Ive said it before and Ill say it again Dont tug on my dick unless you plan on sucking it  ,sexist
5563,en,Ive yet to come across a nice girl They all end up being bitches in the end  ,sexist
5564,en,Jumping from guy to guy isnt funny or cute Its mean Men are human beings not pieces of meat and we deserve respect  ,sexist
5565,en,Just when things are going good women will fuck it up Theyre not happy unless theres turmoil  ,sexist
5566,en,Ladies dont act like you care about shark week Make me sandwiches while I watch it    ,sexist
5568,en,Ladies we dont hate you for your size or looks we hate you becuase youre all conniving bitches with no souls  ,sexist
5569,en,Ladies you need to realize something You may have a boyfriend but unless theres a ring youre still fair game   ,sexist
5570,en,Ladies you want equal rights Well in that case my lawn needs cutting my car needs an oil change and my ass needs wiping  ,sexist
5571,en,Let me tell you something about you that you dont know    ,sexist
5572,en,Like if you didnt want to have a party dont fucking broadcast it    ,sexist
5573,en,Looks like another Fallston kid couldnt handle their alcohol and fucked something up again Im sure it was a girl  ,sexist
5574,en,Looks like homecoming is soon Let the Girls fucking over Guys begin    ,sexist
5575,en,Move on and stop going back to the same asshole Omg you dumb bitch  ,sexist
5576,en,My life has been so much better without you in it  ,sexist
5577,en,Never send a hand to do a mouths job  ,sexist
5578,en,No bitch you dont look like a model nor will you ever So stop saying youre ugly so people will call you pretty  ,sexist
5579,en,No I dont just want to be friends Why do you think Im talking to you in the first place    ,sexist
5580,en,No that little tattoo of a flower on your ankle doesnt make you a whore Or your trampstamp Fuck it YOURE A WHORE  ,sexist
5581,en,not only r u fat and disgusting but why do you feel the need to post photos of urself in a bikini Who do you think ur fooling seabiscuit,sexist
5582,en,Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag  ,sexist
5583,en,Nothing pisses me off more than when skinny girls tweet shit like Fat Girl Problems  ,sexist
5584,en,Nothing would make me happier than to see you get an STD    ,sexist
5585,en,Of course I invited you over to Hang Out stupid bitches  ,sexist
5586,en,Okay ladies look nose rings are hot But nose studs look like boogers and make you look like a dick chugging skank  ,sexist
5587,en,Omg lets all get wet over every muscular Olympian  ,sexist
5588,en,On The other hand you women are pieces of meat and should be glad youre even allowed to vote in my country  ,sexist
5589,en,Once upon a time I knew a woman that didnt suck Just kidding no I didnt,sexist
5590,en,Only places my wife can drive are to restaurants and grocery stores,sexist
5591,en,Only reason Im getting married is so I can have someone to split the bills with  ,sexist
5592,en,Prom is coming up boys dont forget your compression shorts  ,sexist
5593,en,Redhead girls are hot But Ginger girls are USUALY fugly,sexist
5594,en,Retweet if youve ever been fucked over by a woman Who am I kidding Of course you have  ,sexist
5595,en,RIP fat Jonah Hill    ,sexist
5596,en,RT   I dont see why drinking and driving is such a big deal Letting women drive is just as hazardous,sexist
5597,en,RT   Youre wearing yoga pants to show off your ass Dont give me this bull shit theyre comfy we all know the truth ladies      ,sexist
5598,en,RT   NOOOOOOO FUCCCKING WAY WHAT A BITCH YOU THOUGHT ABOUT HOOKIN UP WITH ANOTHER GUY WHILE YOU HAVE A BOYFRIEND YOU CUNT,sexist
5599,en,RT   Only a fraction of women are crazy That fraction is ,sexist
5600,en,RT   Like I said what princess wants princess gets no bitch youre not royalty  ,sexist
5601,en,RT if youve ever been fucked over by a girl Actually its not a matter of if but when  ,sexist
5602,en,Stop totaling cars and get back to the kitchen  ,sexist
5603,en,Stop trying to prove youre a good driver ladies Who do you think youre fooling,sexist
5604,en,Stop tweeting about love Youre like  stfu Youve probably never even seen a penis before  ,sexist
5605,en,Stop tweeting about your boyfriend No one gives a shit And youre gonna break up in a month anyway  ,sexist
5606,en,Take off those glasses They arent real you hipster fuck  ,sexist
5607,en,Teaching a woman to drive is like teaching a rock to swim  ,sexist
5608,en,Tell me more about your previous boyfriends I really wanna hear about them  ,sexist
5609,en,The only reason girls go crawling back is because theyre afraid they cant do any better Which is probably true  ,sexist
5610,en,There are no good songs about positive things girls do Theyre all about how theyve fucked us guys over  ,sexist
5611,en,There is soo much shit I have to say about how fucked up those creatures with vaginas are But words cant even explain,sexist
5612,en,There was a time in my life when i really enjoyed talking to girls now i hope they all get cancer  ,sexist
5613,en,This page is dedicated to all the stupid ass shit women do,sexist
5614,en,Vote for question  All girls must use birth control Im sick of wearing a rubber  ,sexist
5615,en,What makes you always think youre right    ,sexist
5616,en,When a girl just stops talking to you dont sweat it guys you did nothing wrong Girls are just stupid and dont ever know what they want,sexist
5617,en,Whenre I go to a wedding all I can think about is how many times the bride is going to get pounded after the wedding  ,sexist
5618,en,Why cant girls just tells us how they feel Itll save us guys so much time and effort  ,sexist
5619,en,Why do girls  have to post slutty facebook pictures along with lyrics to a terrible top  song Cuz  ,sexist
5620,en,Why do girls follow me All I do is make fun of them for how dumb they are  ,sexist
5621,en,Woman are good for one thing having sons,sexist
5622,en,Woman that tell guys I just wanna be single for the summer are just trying to whore around Dont come crying to us guys come Fall,sexist
5623,en,Women are equal and deserve respect Just kidding they should suck my dick,sexist
5624,en,Women are like elephants Everyone likes to look at them but no one wants to keep one   ,sexist
5625,en,Women have a hard time In stores understanding  for that means you have to get  not  or  The deal is  for   ,sexist
5626,en,Women only vote for question  cuz their best friend is a homo or Chad at the salon told them to  ,sexist
5627,en,Women ruin everything Look at the movie Ted Everything was fine till That bitch from That s Show fucked it all up  ,sexist
5628,en,WomenCant live with themCant shoot them,sexist
5630,en,You are so hot but youre a bitch so that cancels out your hotness  ,sexist
5631,en,You cant drag us in so far if you dont have intentions on a relationship It hurts Alot  ,sexist
5632,en,You dont go to parties with your significant other You go to parties to try and get other peoples significant others  ,sexist
5633,en,You dont know what you want  ,sexist
5634,en,You have a new guy every week I dont even floss that often You have a fucking problem  ,sexist
5635,en,You pick the guy thats a total douche to you over the one whose good to you Got it Makes perfect sense  ,sexist
5636,en,You Shut Your Whore Mouth,sexist
5637,en,Your mom was being a bitch to you I totally see how thats my fault  ,sexist
5638,en,Your mood changes more than the price of gas  ,sexist
5639,en,Your nose ring looks like a fucking booger Its not cute its trashy  ,sexist
5640,en,Your slutty Christmas outfits should get you a good  likes on instagram  ,sexist
5641,en,Youre dating such a douche bag omg I just wanna punch YOU in the face for being so stupid Not even him  ,sexist
5642,en,Youre reading  Shades Of Grey How original bitch,sexist
5643,en,Youre ugly Caking on makeup cant fix ugly It just makes it worse,sexist
5644,en,Youve been dating for three days I Love You shouldnt even be in your vocabulary    ,sexist
5645,en,Loose lips sink ships Tight lips grab dicks,sexist
5646,en,Girls that send me dirty snaps DMs and texts keeping my cock hard all day is the reason I love my life Thanks ya dirty lil sluts,sexist
5647,en,What do you look for in a woman ,sexist
5648,en,  we have the same bday You should let me fuck your brains out and treat you like a cum dumpster on that day  ,sexist
5649,en,Obviously Meredith obviously Filthy bitch  ,sexist
5650,en,  and Id rather shove the fat side of a wine bottle up your ass We all have our preferences ,sexist
5651,en,If we text and I have a pic of your pussy thats your profile pic in my phone,sexist
5652,en,My dicks name is Curiosity Cause it kills the kat,sexist
5653,en,Whats the polite way to say excuse me but I think I speak for everyone on the boat when I say Id love to make a sloppy mess of your wife,sexist
5654,en,Theres two types of hoes out here ,sexist
5655,en,RT   RT if youre a cunt,sexist
5656,en,Nobody texts faster than a guy thats about to get some new pussy,sexist
5657,en,Her who TF do you think you are Me ,sexist
5658,en,  happy birthday ya lil freak I hope you get the spankings you deserve ,sexist
5659,en,My dick is like yoga for your vagina Itll leave you nice and stretched out,sexist
5660,en,  dont kid yourself good dick runs everything ,sexist
5661,en,When its my birthday but youre the one thats getting spanked,sexist
5664,en,  Its women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia,sexist
5665,en,Cunt drowns Children because shesA CUNT Woman who feared deportation drowns baby and  year old  via  ,sexist
5667,en,   this stupid cunt misspelled the name of the woman for whom shes so concerned,sexist
5668,en,some woman just flipped me off for joining a round about  yards in front of her mad cunt,sexist
5669,en,this woman in front of me really needs about  xanax shes just told her kid to stop being a cunt lmao,sexist
5670,en,I Love a woman in RED HEELS Big titted mother getting a cunt full of cum,sexist
5671,en,      My nan was a cunt and nobody liked her One woman cried at her funeral an  ,sexist
5672,en,what is a cunt brick   is it a brick that it quite very stupid or a brick with woman parts ,sexist
5673,en,  Dutch woman looking at him like you cunt,sexist
5674,en,  sorry for the language but fuck me sideways did this cunt just say that from what i see woman are  ,sexist
5675,en,Ill never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt,sexist
5676,en,th This cunt Some poor woman carried a bairn for  months for it to pop out an end up doin this shite  ,sexist
